game_id,scene_id,character_id,scene_title,char_name,char_role,game_title,year,type,chronology_order
re,re_24,15,Draining the Pool CGI,Chris Redfield,hero,Resident Evil,1996,mainline,2
re,re_25,18,Reunite with Wesker,Brad Vickers,support,Resident Evil,1996,mainline,2
re,re_25,6,Reunite with Wesker,Albert Wesker,villain,Resident Evil,1996,mainline,2
re,re_25,15,Reunite with Wesker,Chris Redfield,hero,Resident Evil,1996,mainline,2
re,re_26,20,Hunter CGI,Rebecca Chambers,support,Resident Evil,1996,mainline,2
re,re_26,15,Hunter CGI,Chris Redfield,hero,Resident Evil,1996,mainline,2
re,re_29,15,Meet Enrico,Chris Redfield,hero,Resident Evil,1996,mainline,2
re,re_31,16,Slideshow,Jill Valentine,hero,Resident Evil,1996,mainline,2
re,re_31,20,Slideshow,Rebecca Chambers,support,Resident Evil,1996,mainline,2
re,re_31,6,Slideshow,Albert Wesker,villain,Resident Evil,1996,mainline,2
re,re_31,15,Slideshow,Chris Redfield,hero,Resident Evil,1996,mainline,2
re,re_33,16,Wesker's Death,Jill Valentine,hero,Resident Evil,1996,mainline,2
re,re_33,20,Wesker's Death,Rebecca Chambers,support,Resident Evil,1996,mainline,2
re,re_33,6,Wesker's Death,Albert Wesker,villain,Resident Evil,1996,mainline,2
re,re_33,15,Wesker's Death,Chris Redfield,hero,Resident Evil,1996,mainline,2
re,re_34,16,Radio Transmission #3,Jill Valentine,hero,Resident Evil,1996,mainline,2
re,re_34,18,Radio Transmission #3,Brad Vickers,support,Resident Evil,1996,mainline,2
re,re_34,20,Radio Transmission #3,Rebecca Chambers,support,Resident Evil,1996,mainline,2
re,re_34,15,Radio Transmission #3,Chris Redfield,hero,Resident Evil,1996,mainline,2
re,re_35,18,Brad's Gift,Brad Vickers,support,Resident Evil,1996,mainline,2
re2,re2_01,1,What have we got here?,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_01,25,What have we got here?,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_02,1,Hold you’re fire I’m a human.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_03,1,Survivors In the Other rooms.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_04,1,Good too see your still among the living.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_04,25,Good too see your still among the living.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_05,1,Ada Wong,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_05,3,Ada Wong,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_06,1,Who the heck are you?,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_06,3,Who the heck are you?,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_06,31,Who the heck are you?,Ben Bertolucci,support,Resident Evil 2,1998,mainline,4
re2,re2_07,1,It’s a dead end.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_07,3,It’s a dead end.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_08,1,I’ll catch up with you.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_08,3,I’ll catch up with you.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_09,3,Get that Scum!,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_09,31,Get that Scum!,Ben Bertolucci,support,Resident Evil 2,1998,mainline,4
re2,re2_09,1,Get that Scum!,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_10,1,Reckless and Stupid.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_10,3,Reckless and Stupid.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_11,28,I have to talk to her.,Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_11,1,I have to talk to her.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_11,3,I have to talk to her.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_12,27,Eat this you freak.,William Birkin,villain,Resident Evil 2,1998,mainline,4
re2,re2_12,28,Eat this you freak.,Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_12,3,Eat this you freak.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_13,1,Alligator Attack.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_13,3,Alligator Attack.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_14,1,The Sooner the better.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_14,3,The Sooner the better.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_15,27,Snap out of it.,William Birkin,villain,Resident Evil 2,1998,mainline,4
re2,re2_15,1,Snap out of it.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_15,3,Snap out of it.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_16,1,We’re leaving this place together.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_16,3,We’re leaving this place together.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_17,28,You’re So Gullible.,Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_17,1,You’re So Gullible.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_17,3,You’re So Gullible.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_18,28,"Shut up, you’re gonna make it.",Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_18,1,"Shut up, you’re gonna make it.",Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_18,3,"Shut up, you’re gonna make it.",Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_19,26,This is just the beginning.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_19,1,This is just the beginning.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_19,25,This is just the beginning.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_20,1,I'm finally here.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_20,25,I'm finally here.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_21,25,Don't Come Any Closer.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_22,1,Good too see your still among the living.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_22,25,Good too see your still among the living.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_23,25,You'll end up just like all the others.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_24,26,I'm Not a Zombie.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_24,25,I'm Not a Zombie.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_25,26,Don't go alone.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_25,25,Don't go alone.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_26,26,I'm on my way.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_26,25,I'm on my way.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_27,26,I'm going down there.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_27,25,I'm going down there.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_28,25,Everyone's Gonna die.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_29,26,We should be able to find some place safe.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_29,25,We should be able to find some place safe.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_30,26,Run!,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_30,25,Run!,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_31,1,Someone tried to kill me.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_31,25,Someone tried to kill me.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_32,28,No one will take that away from me.,Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_32,25,No one will take that away from me.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_33,26,Its the truth.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_33,25,Its the truth.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_34,26,What was that?,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_34,25,What was that?,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_35,25,Where is she?,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_36,26,"Which room, tell me!",Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_36,28,"Which room, tell me!",Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_36,25,"Which room, tell me!",Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_37,26,Sucker.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_37,25,Sucker.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_38,26,You have to escape.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_38,28,You have to escape.,Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_38,25,You have to escape.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_39,3,Who are you?,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_39,25,Who are you?,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_40,26,Its finally over.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_40,1,Its finally over.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_40,25,Its finally over.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_41,26,We've still got a job to do.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_41,1,We've still got a job to do.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_41,25,We've still got a job to do.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_42,1,I'm finally here.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_42,25,I'm finally here.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_43,25,What's going on in this town?,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_44,25,We should have listened to them.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_45,26,I'll go look for her.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_45,1,I'll go look for her.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_45,25,I'll go look for her.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_46,25,You'll end up just like all the others.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_47,26,I found the girl.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_47,1,I found the girl.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_47,25,I found the girl.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_48,26,Don't go alone.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_48,25,Don't go alone.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_49,26,I can take care of myself.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_49,25,I can take care of myself.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_50,26,I'm glad to see you're safe Claire.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_50,25,I'm glad to see you're safe Claire.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_51,25,The ultimate bio-weapon.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_52,26,Are you crazy!,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_52,1,Are you crazy!,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_52,25,Are you crazy!,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_53,26,I'm here.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_53,25,I'm here.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_54,28,You must be Annette.,Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_54,25,You must be Annette.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_55,26,"Come on, lets go.",Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_55,25,"Come on, lets go.",Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_56,26,I have to hurry.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_56,27,I have to hurry.,William Birkin,villain,Resident Evil 2,1998,mainline,4
re2,re2_56,25,I have to hurry.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_57,26,I'll be right back.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_57,25,I'll be right back.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_58,28,Tell me what I need to know.,Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_58,25,Tell me what I need to know.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_59,1,I've got something else to take care of.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_59,25,I've got something else to take care of.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_60,26,I have to find my brother.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_60,1,I have to find my brother.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_60,25,I have to find my brother.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_61,1,What have we got here?,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_61,25,What have we got here?,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_62,1,Don't Come Any Closer - Alternate.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_63,26,I'll go look for her - Alternate.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_63,1,I'll go look for her - Alternate.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_63,25,I'll go look for her - Alternate.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_64,1,Ada Wong,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_64,3,Ada Wong,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_65,1,Who the heck are you?,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_65,3,Who the heck are you?,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_65,31,Who the heck are you?,Ben Bertolucci,support,Resident Evil 2,1998,mainline,4
re2,re2_66,26,It’s a dead end - alternate.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_66,1,It’s a dead end - alternate.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_66,3,It’s a dead end - alternate.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_67,1,I’ll catch up with you - Alternate.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_67,3,I’ll catch up with you - Alternate.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_68,3,Get that Scum! - Alternate.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_68,31,Get that Scum! - Alternate.,Ben Bertolucci,support,Resident Evil 2,1998,mainline,4
re2,re2_68,1,Get that Scum! - Alternate.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_69,1,Reckless and Stupid.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_69,3,Reckless and Stupid.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_70,28,I have to talk to her.,Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_70,1,I have to talk to her.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_70,3,I have to talk to her.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_71,28,Where did you get that?,Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_71,1,Where did you get that?,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_71,3,Where did you get that?,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_72,1,The Sooner the better.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_72,3,The Sooner the better.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_73,1,We've finally arrived.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_73,3,We've finally arrived.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_74,27,Snap out of it.,William Birkin,villain,Resident Evil 2,1998,mainline,4
re2,re2_74,1,Snap out of it.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_74,3,Snap out of it.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_75,1,Welcome Back.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_75,3,Welcome Back.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_76,28,You’re So Gullible - Alternate.,Annette Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_76,1,You’re So Gullible - Alternate.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_77,1,We're A Team.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_77,3,We're A Team.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_78,26,Game Over.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_78,1,Game Over.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_78,3,Game Over.,Ada Wong,hero,Resident Evil 2,1998,mainline,4
re2,re2_79,26,I have to find my brother.,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_79,1,I have to find my brother.,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_79,25,I have to find my brother.,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re2,re2_80,26,Its up to us to take out umbrella!,Sherry Birkin,support,Resident Evil 2,1998,mainline,4
re2,re2_80,1,Its up to us to take out umbrella!,Leon Scott Kennedy,hero,Resident Evil 2,1998,mainline,4
re2,re2_80,27,Its up to us to take out umbrella!,William Birkin,villain,Resident Evil 2,1998,mainline,4
re2,re2_80,25,Its up to us to take out umbrella!,Claire Redfield,hero,Resident Evil 2,1998,mainline,4
re3,re3_91,16,Raccoon City’s Narrator,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_95,16,Choice,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_96,18,Get Away!,Brad Vickers,support,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_97,16,No Escape,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_97,18,No Escape,Brad Vickers,support,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_98,16,End of Brad Vickers,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_98,18,End of Brad Vickers,Brad Vickers,support,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_98,34,End of Brad Vickers,Nemesis,villain,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_101,16,Meet Carlos(Restaurant),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_102,16,Basement (If you choose ‘Run into the basement’),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_103,16,Kitchen (If you choose ‘Hide inside the kitchen’),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_104,16,Meet Carlos(Raccoon Press),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_105,16,Hide (If you choose ‘Hide in the back’),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_106,16,Window (If you choose ‘Jump out of the window’),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_107,16,The Mercenaries,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_107,36,The Mercenaries,Mikhail Victor,support,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_113,16,Umbrella Business Building (If you met Carlos at the Restaurant),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_114,16,Umbrella Business Building (If you met Carlos at Raccoon Press Building,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_119,16,Last One Standing,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_119,36,Last One Standing,Mikhail Victor,support,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_120,16,Gas Station (If you met Carlos at Raccoon Press Building and jumped,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_121,16,Gas Station (Any other scenario except for above),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_123,16,Time to Go (If you met Carlos at Umbrella Office Building),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_124,16,Time to Go (Any other scenario except for above),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_125,16,Stowaway,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_126,16,Sacrifice,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_126,36,Sacrifice,Mikhail Victor,support,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_127,16,The Last Stand,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_127,36,The Last Stand,Mikhail Victor,support,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_128,16,Window (If you choose ‘Jump out the window’),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_129,16,Brake (If you choose ‘Use the emergency brake’.),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_130,16,Just a Piece of Paper (If you choose ‘Use the emergency brake’.),Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_131,34,Nemesis Arrives,Nemesis,villain,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_134,16,Transport Cut-Off,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
re3,re3_139,16,Carlos...,Jill Valentine,hero,Resident Evil 3: Nemesis,1999,mainline,3
